id,Title,Description,Objective,Sector,Coordination Bodies,Status,Collaboration Type,Aid Type Categories,Finance Types,Total Commitment,Total Disbursement,Total Commitment USD,Total Disbursement USD,Transaction count,Filtered Commitment USD,Filtered Disbursement USD,Filtered Transaction count,Reporting Organisation,Financing,Extending,Implementing,Partner Ministry,State/Region,Township,Planned Start date,Planned End date,Actual Start date,Actual End date,Contact Name,Contact Phone,Contact Email,IATI Identifer,IATI Linked,IATI Sync
MM-FERD-ID8970,Strengthening Program's Quality/ Institution of Brot für die Welt partner via dialogue in Myanmar,Strengthening Program's Quality/ Institution of Brot für die Welt partner via dialogue in Myanmar,,Unallocated/ unspecified,None,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Core contributions and pooled programmes and funds,Grant,145000,0,196098.58,0,1,196098.58,0,1,Government of Germany,German Church Fund,,Lutheran World Federation Myanmar| Brot für die Welt / Bread for the World,,Nation-wide - 100.00%,,2013-10-01,2016-09-30,2013-10-01,2016-09-30,,,,,False,
CH-4-8533,MYA: CDA_Sustainable SDC infra Ayeyarwaddy Region,,"Ensure a safe, stable and motivating learning environment and well-functioning and sustainable infrastructures for the school children in the Ayeyarwaddy Delta.",Other social infrastructure and services,None,Implementation,Bilateral,Budget support,,195470,0,195470,0,1,195470,0,1,Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,,,,Ayeyarwady Region - 100.00%,,2016-11-22,2019-11-13,2016-11-22,,,,,CH-4-8533,False,
MM-FERD-ID1211,Maximizing Transport Benefits Through Community Engagement,This TA is to support the GMS East-West Economic Corridor (EWEC) Project by providing a community engagement program that will enhance the participation of stakeholders in the GMS EWEC Project. The community engagement is expected to increase the impact of the road project and will enhance MOCs understanding of the importance of stakeholders participation in road projects.,"This TA will maximize the benefits of the ADB supported project, ensuring direct involvement of the poorest in the society to ensure inclusive benefits of the project are realized. ",Transport policy and administrative management,Transport and ICT Sector Coordination Group,Implementation,Multilateral,Experts and other technical assistance,Grant,190000,0,190000,0,1,190000,0,1,Asian Development Bank,Asian Development Bank,,Ministry of Construction,Ministry of Construction,Kayin State - 100.00%,,2012-12-21,2015-12-31,2013-08-14,,Mr. James Leather,+63 2 632 4444,jleather@adb.org,,False,
EU-8605,Evaluation of the Myanmar Climate Change Alliance (MCCA),Evaluation of the Myanmar Climate Change Alliance (MCCA),,Environmental policy and administrative management,Environmental Conservation Sector Coordination Group,Implementation,Bilateral,Project-type interventions,Grant,56134,33680.4,58564.42,36133.74,4,58564.42,36133.74,2,European Union,European Union,European Union,AECOM International Development Europe SL,Ministry of Natural Resources and Environmental Conservation,Magway Region - 25.00% | Yangon Region - 25.00% | Naypyitaw - 25.00% | Ayeyarwady Region - 25.00%,,2017-02-13,2017-06-29,2017-02-13,,,,,,False,
MM-FERD-ID1051,Food Security in Kayah State,To reduce seasonal food insecurity and to improve agricultural knowledge of farmers. To improve the stakeholders' understanding of the vulnerability situation. To assess alternatives for sustainable use of natural resources.,,None,Agriculture and Rural Development Sector Coordination Group,Completion,Bilateral,Core contributions and pooled programmes and funds,Grant,183210,0,187683.24,0,1,187683.24,0,1,Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,,Action Contre La Faim,Ministry of Health and Sports,Kayah State - 100.00%,,2010-10-01,2011-04-30,2010-10-01,2011-04-30,Daw Ei Hnin Phyu Tun,"01-507089, 534754, 512873 Ext: 314",maei.hnin@eda.admin.ch,,False,
MM-FERD-ID8074,"Improved school infrastructures in the Ayerawaddy Delta,Myanmar",The education for school children in selected schools in Myanmar and specifically in the delta is enhanced through well-maintained educational facilities and improved school infrastructures.,The education for school children in selected schools in Myanmar and specifically in the delta is enhanced through well-maintained educational facilities and improved school infrastructures.,None,"Education and TVET Sector Coordination Group(50.00%),Social Protection and Disaster Management Sector Coordination Group(50.00%)",Implementation,Bilateral,Core contributions and pooled programmes and funds,Grant,190000,0,186384.15,0,1,186384.15,0,1,Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,,Swiss Agency for Development and Cooperation,,Ayeyarwady Region - 100.00%,,2014-01-01,2016-12-31,2014-01-01,2016-12-31,Mr.Bernhard Huwiler,"+95 (0) 1 534754, 512873, 507089 ( Ext : 305)",bernhard.huwiler@eda.admin.ch,,False,
MM-FERD-ID1058,"Emergency Distribution of Health and Hygine Kits to Vulnerable IDPs in camps in Sittwe, Rakhine State",To provide assistance to the newly displaced persons,,None,Health Sector Coordination Group,Completion,Bilateral,Core contributions and pooled programmes and funds,Grant,181000,0,185882.39,0,1,185882.39,0,1,Swiss Agency for Development and Cooperation,Swiss Agency for Development and Cooperation,,Save the Children - Myanmar,Ministry of Health and Sports,Rakhine State - 100.00%,Sittwe - 100.00%,2012-08-20,2013-03-31,2012-08-20,2013-03-31,Daw Ei Hnin Phyu Tun,"01-507089, 534754, 512873 Ext: 314",maei.hnin@eda.admin.ch,,False,
GB-1-113839-118,Ag Ohm0997: Samaritans Purse: Pond Rehabilitation Ca028,,,"Material relief assistance and services(70.00%),Relief co-ordination; protection and support services(30.00%)",None,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions,Grant,25251,0,50433.01,0,4,50433.01,0,2,UK - Department for International Development,UNITED KINGDOM| UK - Department for International Development,UK - Department for International Development,Nyein / Shalom Foundation,,Nation-wide - 100.00%,,2008-07-21,2009-03-31,2008-07-21,2009-03-31,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,,False,
MM-FERD-3602,Women and Peace TV program,"The overall objective of this project is to address the lack of broadcast media products available that focus on the issues and ability of women in general, and specifically women’s initiatives and leadership in peace building in Myanmar society. The dissemination of information about and impacting women during conflicts, and specifically women’s contribution for peace building in Myanmar society, this project will facilitate the empowerment and appreciation of women in Myanmar during the country’s ongoing transition to democracy and respect for fundamental rights.","The overall objective of this project is to address the lack of broadcast media products available that focus on the issues and ability of women in general, and specifically women’s initiatives and leadership in peace building in Myanmar society. The dissemination of information about and impacting women during conflicts, and specifically women’s contribution for peace building in Myanmar society, this project will facilitate the empowerment and appreciation of women in Myanmar during the country’s ongoing transition to democracy and respect for fundamental rights.","Democratic participation and civil society(70.00%),Civilian peace-building, conflict prevention and resolution(30.00%)",Gender Equality and Women's Empowerment,Completion,Bilateral,Project-type interventions,Grant,300000,300000,44878.77,44878.77,4,44878.77,44878.77,2,Government of Denmark,Danish Institute for Parties and Democracy| Government of Denmark,XX - Local NGOs and Civil Society Groups,Mizzima Media,Ministry of Information,Nation-wide - 100.00%,,2016-07-01,2016-12-31,2016-07-01,2016-12-31,Thin Thin Aung,+95-9-450044210,thinaung@mizzima.com,,False,
MM-FERD-ID9484,Myanmar Flood Emergency Response Project in Buthidaung Township (MERP),"Approximately 6,300 populations in 5 villages of Buthidaung Township, Rakhine State, Myanmar","To support shelter kits and drinking water to flood effected populations in 5 villages in Buthidaung Township, Rakhine state",Emergency response,Social Protection and Disaster Management Sector Coordination Group,Completion,Bilateral,Project-type interventions,Grant,300000,300000,44060.49,44060.49,4,44060.49,44060.49,2,Government of Denmark,Government of Denmark,XX - Local NGOs and Civil Society Groups,Myanmar Heart Development Organisation,"Ministry of Social Welfare, Relief and Resettlement",Rakhine State - 100.00%,Buthidaung - 50.00%,2015-08-08,2015-09-30,2015-08-08,2015-09-30,Naw Em Htoo,+95 (0) 9 8575939,emhtoo11@gmail.com; mhdoyangon@gmail.com,,False,
GovGER-3738,Access to Basic Education Support Services for Internally Displaced People in Kachin and Shan State (2016.7654.3),,,Primary education,None,Implementation,Bilateral,Core contributions and pooled programmes and funds,Grant,160000,0,170666.67,0,1,170666.67,0,1,Government of Germany,Government of Germany,,XX - OTHER,,Kachin State - 100.00%,,2017-01-01,,,,,,,,False,
GB-1-107597-102,Consultancy for External Review of Civil Society Work,,,Democratic participation and civil society,None,Post-completion,Bilateral,Project-type interventions,Grant,20000,0,30785.19,0,9,30785.19,0,3,UK - Department for International Development,UNITED KINGDOM| UK - Department for International Development,UK - Department for International Development,Social Development Direct Ltd,,,,2010-07-15,2011-06-30,2010-07-15,2011-06-30,,+44 (0) 1355 84 3132,enquiry@dfid.gov.uk,,False,
MM-FERD-ID2122,Support to the Strategic Analysis for the Programming of Ressources for the period 2014 - 2020 for Myanmar,"The specific objective is to support the EU Delegation and EU development partners with coordination, in particular the joint programming process and Government of Myanmar and wider development community in implementing the NPT Accord.",,Government administration,None,Completion,Bilateral,Project-type interventions,Grant,20000,20000,27739.79,24939.44,9,27739.79,24939.44,3,European Union,European Union,European Union,,,Yangon Region - 100.00%,,2014-04-30,2014-12-17,2014-04-30,2014-12-17,Manuel de Rivera Lamo de Espinosa,+95 (0) 1 230 56 50 ,Manuel.DE-RIVERA-LAMO@eeas.europa.eu,,False,
